,text,diggCount,replyCommentTotal,createTimeISO,uniqueId,videoWebUrl,trust
429,so cute. i want one,45,2,2024-09-17T14:17:35.000Z,jtas35,https://www.tiktok.com/@trending_midwest/video/7415580103205375278,1
430,ahh is it really that size? If so how big will it get,18,13,2024-09-19T22:44:00.000Z,avagalaz0,https://www.tiktok.com/@trending_midwest/video/7415580103205375278,0
431,Where can I get a mini cow,53,6,2024-09-20T01:36:22.000Z,prissy2121,https://www.tiktok.com/@trending_midwest/video/7415580103205375278,1
432,Is that even real?,18,3,2024-09-18T04:32:22.000Z,ssundal786,https://www.tiktok.com/@trending_midwest/video/7415580103205375278,-1
433,Absolutely cuteness overload really precious 🥰❤️❤️,107,3,2024-09-19T00:11:51.000Z,mauiwave953,https://www.tiktok.com/@trending_midwest/video/7415580103205375278,1
434,Beautiful 😻,17,4,2024-09-22T23:45:26.000Z,ana484922,https://www.tiktok.com/@trending_midwest/video/7415580103205375278,1
435,Aww so cute,30,1,2024-09-20T14:08:48.000Z,powelle39,https://www.tiktok.com/@trending_midwest/video/7415580103205375278,1
436,so precious,12,3,2024-09-22T02:07:16.000Z,fancifizzn,https://www.tiktok.com/@trending_midwest/video/7415580103205375278,1
437,Omg so stinking cute 🥰,29,5,2024-09-20T17:55:03.000Z,sandy_young61,https://www.tiktok.com/@trending_midwest/video/7415580103205375278,1
438,cudo,17,4,2024-09-19T10:05:00.000Z,joannawolna10,https://www.tiktok.com/@trending_midwest/video/7415580103205375278,0
439,I demand a real one please.,61,4,2024-09-20T14:01:04.000Z,jenny_12724,https://www.tiktok.com/@trending_midwest/video/7415580103205375278,-1
440,to je nádhera takové malinké telátko ❤️❤️❤️🤗🤗🤗,17,1,2024-09-23T11:23:42.000Z,evamasarykov,https://www.tiktok.com/@trending_midwest/video/7415580103205375278,1
441,"so niedlich wie es ist
aber junge wie soll ich da eine Roulade draus machen",545,129,2024-09-23T15:03:10.000Z,aghgbela,https://www.tiktok.com/@trending_midwest/video/7415580103205375278,0
442,今晩は、この子はいったい何のこの子ですか？不思議なこの子ですね。😁😁,9,2,2024-09-23T10:47:47.000Z,keiko.sakur,https://www.tiktok.com/@trending_midwest/video/7415580103205375278,-1
443,Никогда в жизни такого не видела неужели бывает такое я в шоке как котик маленький.,301,13,2024-09-18T05:29:11.000Z,user1178005700275,https://www.tiktok.com/@trending_midwest/video/7415580103205375278,-1
444,"if there were real, omg the supply and demand would be off the charts bc I want one and they don't even exist",8,0,2024-09-22T01:36:05.000Z,lakelifegirlwendylee,https://www.tiktok.com/@trending_midwest/video/7415580103205375278,-1
445,I need itttttttttttttyy,8,0,2024-09-22T01:50:30.000Z,alejandramignon,https://www.tiktok.com/@trending_midwest/video/7415580103205375278,1
446,Aw! So cute,8,0,2024-09-20T05:15:57.000Z,tasteofhoney59,https://www.tiktok.com/@trending_midwest/video/7415580103205375278,1
447,Dreams….. sigh,21,1,2025-02-13T01:46:55.000Z,jvlnd,https://www.tiktok.com/@sophiej785/video/7470544217354276139,0
448,wow. I'll take that as an invite,7,1,2025-02-12T14:56:04.000Z,g_wall_,https://www.tiktok.com/@sophiej785/video/7470544217354276139,1
449,"For obvious reasons, red looks fabulous on you…….",20,0,2025-02-13T19:28:30.000Z,harmon1286,https://www.tiktok.com/@sophiej785/video/7470544217354276139,1
450,hellllllllloooooo,15,0,2025-02-16T10:05:01.000Z,robertthomas061,https://www.tiktok.com/@sophiej785/video/7470544217354276139,-1
451,"Beautiful stone house, see inside?",10,0,2025-02-13T21:39:32.000Z,getinoldbear,https://www.tiktok.com/@sophiej785/video/7470544217354276139,1
452,The good lord blessed you my dear...,10,0,2025-02-18T03:57:46.000Z,philipjones345,https://www.tiktok.com/@sophiej785/video/7470544217354276139,1
453,I didn't even know I've been looking for you forever...,16,0,2025-02-13T15:55:46.000Z,charlesedwards0001,https://www.tiktok.com/@sophiej785/video/7470544217354276139,1
454,heaven...all of it,17,0,2025-02-13T22:41:37.000Z,jmn5150,https://www.tiktok.com/@sophiej785/video/7470544217354276139,1
455,Yup that’s a trap but I think I can make it 😂😂😂,11,0,2025-02-15T05:41:33.000Z,howln424mad70,https://www.tiktok.com/@sophiej785/video/7470544217354276139,0
456,nice house 🌹,17,0,2025-02-12T18:19:21.000Z,mikesmiley662,https://www.tiktok.com/@sophiej785/video/7470544217354276139,1
457,"ufff wonderfull woman thats increíble 😅, sorry my english is very bad ☺️🔆🔆",10,0,2025-02-23T11:37:48.000Z,afran2691,https://www.tiktok.com/@sophiej785/video/7470544217354276139,1
458,all my desires in one video,18,0,2025-02-13T13:51:34.000Z,rjgibsonphotographer,https://www.tiktok.com/@sophiej785/video/7470544217354276139,1
459,I want one so bad.,0,0,2025-12-08T02:49:11.000Z,kgarrvvqety,https://www.tiktok.com/@trending_midwest/video/7415580103205375278,-1
460,"Это Фотошоп,такого не может быть.Не верю.😁",115,5,2024-09-18T08:48:20.000Z,marina6245,https://www.tiktok.com/@trending_midwest/video/7415580103205375278,-1
461,Неужели такое бывает?Я потрясена! И каких же размеров вырастает это чудо?😂😂😂,52,3,2024-09-18T03:28:45.000Z,user2782796093934,https://www.tiktok.com/@trending_midwest/video/7415580103205375278,-1
462,а сколько корова даёт молока да мы молока не видали пока,80,3,2024-09-18T05:14:10.000Z,user626770458249,https://www.tiktok.com/@trending_midwest/video/7415580103205375278,-1
463,Adorable!!,19,1,2024-09-22T01:54:28.000Z,aud526,https://www.tiktok.com/@trending_midwest/video/7415580103205375278,1
464,How is this possible? 🩷,12,4,2024-09-22T01:13:34.000Z,shaymatash,https://www.tiktok.com/@trending_midwest/video/7415580103205375278,1
465,,17,0,2026-01-04T04:58:41.000Z,eemsuperspamm,https://www.tiktok.com/@hay.hudson/video/7588369190088641805,0
466,,16,0,2025-12-28T18:28:34.000Z,joel_19308,https://www.tiktok.com/@hay.hudson/video/7588369190088641805,0
467,,1,0,2026-01-08T05:50:31.000Z,joelito_chav3z,https://www.tiktok.com/@hay.hudson/video/7588369190088641805,0
468,,2,0,2025-12-30T01:55:12.000Z,jaxmin.25,https://www.tiktok.com/@hay.hudson/video/7588369190088641805,0
469,I need one,0,0,2026-01-01T22:40:54.000Z,123nevaej,https://www.tiktok.com/@hay.hudson/video/7588369190088641805,1
470,"I really like highland cow,so I printed them on my blankets to sell😊",0,0,2026-01-08T08:54:12.000Z,user4463230295905,https://www.tiktok.com/@hay.hudson/video/7588369190088641805,1
471,🥰🥰🥰🥰,2,0,2025-12-30T19:40:12.000Z,_caroldixon_,https://www.tiktok.com/@hay.hudson/video/7588369190088641805,1
472,awe so cute,0,0,2026-01-04T09:51:48.000Z,b.brianaaav,https://www.tiktok.com/@hay.hudson/video/7588369190088641805,1
473,It’s perfect,0,0,2026-01-04T02:36:42.000Z,arellano.ash,https://www.tiktok.com/@hay.hudson/video/7588369190088641805,1
474,,0,0,2025-12-30T21:46:08.000Z,l.serapiglia,https://www.tiktok.com/@hay.hudson/video/7588369190088641805,0
475,Sooo cute,0,0,2026-01-08T21:47:41.000Z,abril.cano93,https://www.tiktok.com/@hay.hudson/video/7588369190088641805,1
476,Cute🥰🥰,0,0,2025-12-27T13:02:01.000Z,emmyemma13,https://www.tiktok.com/@hay.hudson/video/7588369190088641805,1
477,so cute,0,0,2025-12-29T03:01:09.000Z,greatfarm365,https://www.tiktok.com/@hay.hudson/video/7588369190088641805,1
478,Aw cuteeeee,0,0,2025-12-28T04:49:47.000Z,402_brats,https://www.tiktok.com/@hay.hudson/video/7588369190088641805,0
479,,26,0,2026-01-01T00:02:59.000Z,tttsacc,https://www.tiktok.com/@hay.hudson/video/7588369190088641805,0
480,@waa awwww,1,1,2026-01-13T21:52:28.000Z,amber_hill2,https://www.tiktok.com/@hay.hudson/video/7588369190088641805,1
481,@⚾️kolbie⚾️pleaseeeeeee,1,2,2026-01-04T17:41:17.000Z,luvss4.kimber,https://www.tiktok.com/@hay.hudson/video/7588369190088641805,1
482,@🏳️‍🌈 Tracy 🏳️‍🌈 ❤️❤️❤️xxx,1,3,2025-12-28T14:05:31.000Z,angel..xxxxxxx,https://www.tiktok.com/@hay.hudson/video/7588369190088641805,1
483,@⛳️eytonn,1,1,2026-01-08T04:09:30.000Z,jjessejjjhayss,https://www.tiktok.com/@hay.hudson/video/7588369190088641805,1
484,@Rae!💋♥️,0,1,2026-01-05T17:36:34.000Z,kynlee.kay1,https://www.tiktok.com/@hay.hudson/video/7588369190088641805,1
485,@✝️ Maddie ✝️,0,1,2026-01-05T16:26:35.000Z,..1p10,https://www.tiktok.com/@hay.hudson/video/7588369190088641805,0
486,@Kenna_Jo💋,1,1,2025-12-29T21:23:30.000Z,da.local.mustang07,https://www.tiktok.com/@hay.hudson/video/7588369190088641805,1
487,@Makaila_9865,1,0,2026-01-14T18:08:43.000Z,cxble34,https://www.tiktok.com/@hay.hudson/video/7588369190088641805,1
488,@bonewell,1,0,2026-01-06T00:14:38.000Z,lanadowelli,https://www.tiktok.com/@hay.hudson/video/7588369190088641805,1
489,@💗his_country_girl💗,1,0,2026-01-05T11:52:30.000Z,kennidy202,https://www.tiktok.com/@hay.hudson/video/7588369190088641805,1
490,@Rose2053,1,0,2026-01-01T01:00:19.000Z,mason.comstock,https://www.tiktok.com/@hay.hudson/video/7588369190088641805,1
491,@z50_jan lug wie herzig,1,0,2025-12-29T23:30:05.000Z,waswollendu6,https://www.tiktok.com/@hay.hudson/video/7588369190088641805,1
492,@maddie,1,0,2025-12-28T22:54:58.000Z,ilovejakewebberr03,https://www.tiktok.com/@hay.hudson/video/7588369190088641805,1
493,@Holly,1,0,2025-12-28T14:19:50.000Z,mia_s457,https://www.tiktok.com/@hay.hudson/video/7588369190088641805,1
494,@skye,1,0,2025-12-27T22:40:49.000Z,ross.aitken14,https://www.tiktok.com/@hay.hudson/video/7588369190088641805,1
495,yall thats my school ofc these kids have to do this 😔,6,3,2025-07-31T02:48:57.000Z,801_kaige2pretty,https://www.tiktok.com/@nsgtyl/video/7084290690699529515,1
496,That’s crazy I was there holy shit 😭😭😭😂,0,0,2025-10-16T04:17:07.000Z,therealpims8,https://www.tiktok.com/@nsgtyl/video/7084290690699529515,-1
497,called Highland for a reason,0,0,2025-11-08T02:39:46.000Z,idk595275,https://www.tiktok.com/@nsgtyl/video/7084290690699529515,0
498,For what though,0,1,2022-11-17T22:55:22.000Z,baby_feetus,https://www.tiktok.com/@nsgtyl/video/7084290690699529515,0
499,oh nah,1,0,2022-04-29T20:52:56.000Z,juulipoot,https://www.tiktok.com/@nsgtyl/video/7084290690699529515,-1
500,Me and my sister did it alone with a slightly smaller one,0,0,2023-06-24T07:34:33.000Z,realskullvr,https://www.tiktok.com/@nsgtyl/video/7084290690699529515,1
501,,0,0,2025-10-27T22:49:20.000Z,benja_777907rj,https://www.tiktok.com/@nsgtyl/video/7084290690699529515,0
502,@💗😘LEO👅😋 @Aw$0me $@us@age @𝔭𝔢𝔶𝔱𝔬𝔫 𝔏𝔲𝔠𝔢𝔯𝔬 @Jacklyn Ochoa,1,0,2025-10-28T20:45:16.000Z,lilyy.483,https://www.tiktok.com/@nsgtyl/video/7084290690699529515,1
503,🥰🥰🥰,0,0,2022-10-04T00:37:59.000Z,abcamilaa08,https://www.tiktok.com/@nsgtyl/video/7084290690699529515,1
504,🔥🔥🔥,0,0,2025-11-02T17:54:48.000Z,terii.tupua.3rd.a,https://www.tiktok.com/@nsgtyl/video/7084290690699529515,1
505,I pissed on the school’s main sidewalk and got suspended 😭,0,0,2025-12-08T05:26:34.000Z,swisscheeeb,https://www.tiktok.com/@nsgtyl/video/7084290690699529515,-1
506,Ok I'm convinced I'ma go to this school,2,5,2023-07-23T08:31:08.000Z,prettypawbert,https://www.tiktok.com/@nsgtyl/video/7084290690699529515,1
507,I’m so scared to go to this school next year 😭,1,0,2023-08-13T11:45:45.000Z,moborsomefin,https://www.tiktok.com/@nsgtyl/video/7084290690699529515,1
508,@GBY🏎,0,0,2023-06-04T06:40:59.000Z,username1482949292,https://www.tiktok.com/@nsgtyl/video/7084290690699529515,1
509,Highland NY?,0,3,2023-06-23T05:57:27.000Z,shad0wxfn,https://www.tiktok.com/@nsgtyl/video/7084290690699529515,0
510,"for everyone wondering this isn't highland,UT or highland,NY it's highland Jr high in ogden,UT",3,0,2023-09-09T13:56:24.000Z,nsgtyl,https://www.tiktok.com/@nsgtyl/video/7084290690699529515,-1
511,How much?,1,1,2025-12-09T02:58:14.000Z,redneckfoxy,https://www.tiktok.com/@earthygirldav/video/7580776428363451662,-1
512,What is the deal with alfalfa?,6,6,2025-12-07T14:44:35.000Z,mickey.livingthehighlife,https://www.tiktok.com/@earthygirldav/video/7580776428363451662,0
513,Do u still have them ?,0,3,2025-12-07T22:59:55.000Z,shanonfrazier1314,https://www.tiktok.com/@earthygirldav/video/7580776428363451662,0
514,Instead in all,0,2,2025-12-07T17:09:34.000Z,safedee65,https://www.tiktok.com/@earthygirldav/video/7580776428363451662,-1
515,"Alfalfa is highly nutritious for cows especially after having a calf...Protein, vitamins, energy, minerals. It's not toxic. It's not their all the time hay but very beneficial.",9,1,2025-12-07T16:37:02.000Z,terie2000,https://www.tiktok.com/@earthygirldav/video/7580776428363451662,1
516,where in east texas?,1,1,2025-12-09T01:53:56.000Z,justinluckey728,https://www.tiktok.com/@earthygirldav/video/7580776428363451662,-1
517,I have 40 acres in Murchison 😎,2,1,2025-12-08T14:15:00.000Z,carolinesrebelmind,https://www.tiktok.com/@earthygirldav/video/7580776428363451662,1
518,If you don’t feed alfalfa how are they going to be exposed to it.,0,2,2025-12-08T16:49:22.000Z,moonlight_7s3,https://www.tiktok.com/@earthygirldav/video/7580776428363451662,-1
519,Have 20 acres barn pond,14,3,2025-12-07T01:55:49.000Z,ladonnametcalf1,https://www.tiktok.com/@earthygirldav/video/7580776428363451662,1
520,I sent you a message,0,1,2025-12-09T18:04:56.000Z,thecurlymutt_,https://www.tiktok.com/@earthygirldav/video/7580776428363451662,-1
521,I’m Near Corregan Tx I have land!,5,2,2025-12-07T21:07:40.000Z,karinotwell1,https://www.tiktok.com/@earthygirldav/video/7580776428363451662,-1
522,Omg I would love them been my Christmas wish for two years now lol,9,2,2025-12-08T21:59:37.000Z,tashanoland2,https://www.tiktok.com/@earthygirldav/video/7580776428363451662,1
523,Sent you a message,1,1,2025-12-08T13:29:09.000Z,austinrinehart0,https://www.tiktok.com/@earthygirldav/video/7580776428363451662,-1
524,I saw a video looking in your general area. if I find it again do you want me to tag you in theirs or tag them in yours?,2,2,2025-12-06T17:15:28.000Z,jersey.girl.71,https://www.tiktok.com/@earthygirldav/video/7580776428363451662,1
525,dm please,0,1,2025-12-09T18:07:40.000Z,sheffield903,https://www.tiktok.com/@earthygirldav/video/7580776428363451662,-1
526,I am interested…,0,1,2025-12-08T04:14:51.000Z,britt_rom1,https://www.tiktok.com/@earthygirldav/video/7580776428363451662,1
527,I’m in east Texas and have 4 pastures with shelter from weather! I have been looking so hard!,34,0,2025-12-08T16:47:50.000Z,bdawg_xo,https://www.tiktok.com/@earthygirldav/video/7580776428363451662,1
528,I sent this to my in laws they have a lot of land,0,0,2026-01-05T22:01:08.000Z,tkintexas2,https://www.tiktok.com/@earthygirldav/video/7580776428363451662,-1
529,we have land in Henderson tx and will take them,0,0,2025-12-10T12:03:26.000Z,jenniechambers973,https://www.tiktok.com/@earthygirldav/video/7580776428363451662,1
530,I would love one. we just sold our cattle.,0,0,2026-01-04T05:02:36.000Z,proudwirelinewife,https://www.tiktok.com/@earthygirldav/video/7580776428363451662,1
531,If you want to send them to a rescue we know just the place!!,0,0,2025-12-22T21:11:44.000Z,3heartsfarmanimalrescue,https://www.tiktok.com/@earthygirldav/video/7580776428363451662,1
532,Please give me a call we have a herd and live outside of Rusk. 936-631-1654,0,0,2025-12-10T06:19:25.000Z,user1997252153653,https://www.tiktok.com/@earthygirldav/video/7580776428363451662,-1
533,The cows have been rehomed!,0,0,2026-01-04T16:25:30.000Z,earthygirldav,https://www.tiktok.com/@earthygirldav/video/7580776428363451662,1
534,Have you sold them yet?,0,0,2025-12-15T16:45:50.000Z,mrskwright,https://www.tiktok.com/@earthygirldav/video/7580776428363451662,-1
535,What is your location?,0,0,2026-01-06T00:43:43.000Z,leann0623,https://www.tiktok.com/@earthygirldav/video/7580776428363451662,0
536,I live here in East Texas. How much are you asking. Have trailer and ready to,0,0,2025-12-31T13:38:45.000Z,gaytowell,https://www.tiktok.com/@earthygirldav/video/7580776428363451662,1
537,I have empty pasture. Plenty of shave. Fenced and water,0,0,2025-12-12T21:52:36.000Z,mindyhuddleston6,https://www.tiktok.com/@earthygirldav/video/7580776428363451662,1
538,I’m in east Texas too. How much?,0,0,2025-12-29T16:00:10.000Z,wanda.johnson8066,https://www.tiktok.com/@earthygirldav/video/7580776428363451662,-1
539,I have 5 acres. Are they expensive to feed?,0,0,2025-12-27T21:09:49.000Z,usermothermusic,https://www.tiktok.com/@earthygirldav/video/7580776428363451662,-1
540,"He said: “Attention on the ground, please buy Reckless some beer for now, he expects it tonight” something like that, y’all should listen to him tho.",1,0,2025-12-27T00:30:03.000Z,recklessalways,https://www.tiktok.com/@jrdeals/video/7587106474573237517,-1
541,Attention Ground we’re gonna have an inspection that’s what I heard,1,0,2025-12-23T18:09:01.000Z,gussguss_909,https://www.tiktok.com/@jrdeals/video/7587106474573237517,0
542,Attention on the ground rain expected tonight,1,0,2025-12-27T00:01:57.000Z,linda27val,https://www.tiktok.com/@jrdeals/video/7587106474573237517,0
543,There is going to be a floor there warning everyone!!!!😳,1,0,2025-12-23T20:44:41.000Z,isabelruiz0518,https://www.tiktok.com/@jrdeals/video/7587106474573237517,-1
544,Attention on the grown rain expect tonight rise to higher ground… I think it’s for the homeless to let them know we have alerts for rain n flood coming,2,0,2025-12-23T19:08:07.000Z,ruthie_luv7,https://www.tiktok.com/@jrdeals/video/7587106474573237517,0
545,Alolo comel nya🥰🥰🥰🥰🥰,0,0,2026-01-08T21:32:11.000Z,ewaapril197,https://www.tiktok.com/@ku_13js/video/7589659555299151135,1
546,백송아자야좋은기운보네저🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,0,0,2025-12-31T00:03:38.000Z,user72476885592904,https://www.tiktok.com/@ku_13js/video/7589659555299151135,1
547,lucunya mnta ampun dech ikh gmeees bnget,0,0,2026-01-14T14:54:54.000Z,euis.yk,https://www.tiktok.com/@ku_13js/video/7589659555299151135,-1
548,soooo cute🥰🥰,0,0,2026-01-13T17:49:56.000Z,rachelharris241,https://www.tiktok.com/@ku_13js/video/7589659555299151135,1
549,كيوت🥰🥰,1,0,2025-12-30T16:51:24.000Z,rimassben326,https://www.tiktok.com/@ku_13js/video/7589659555299151135,1
550,ماشاءالله,1,0,2026-01-01T22:56:42.000Z,user99248504316923,https://www.tiktok.com/@ku_13js/video/7589659555299151135,1
551,qué curiosita 😭😭😭❤️❤️,0,0,2026-01-03T00:23:52.000Z,melbasofiaizquier,https://www.tiktok.com/@ku_13js/video/7589659555299151135,0
552, [sticker],1,0,2026-01-03T21:43:56.000Z,gapzan_0022_,https://www.tiktok.com/@ku_13js/video/7589659555299151135,1
553, [sticker],0,0,2026-01-10T00:56:48.000Z,user1461219573621,https://www.tiktok.com/@ku_13js/video/7589659555299151135,1
554,jaki slodziaczekk🥰🥰🥰🥰🥰,1,0,2025-12-31T14:23:01.000Z,anna.kasjaniuk,https://www.tiktok.com/@ku_13js/video/7589659555299151135,1
555,.i amor ito❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,4,2,2025-12-30T18:54:51.000Z,alba.miraflores,https://www.tiktok.com/@ku_13js/video/7589659555299151135,1
556, [sticker],1,0,2025-12-30T20:19:57.000Z,gdg3ydtruryr,https://www.tiktok.com/@ku_13js/video/7589659555299151135,1
557,Wow🥰🥰,0,0,2026-01-12T01:16:22.000Z,crav665,https://www.tiktok.com/@ku_13js/video/7589659555299151135,1
558,ماشاءاللہ,2,0,2025-12-31T11:19:00.000Z,adnanaziz455,https://www.tiktok.com/@ku_13js/video/7589659555299151135,1
559,son muy tiernos un verdadero amor,1,0,2026-01-10T12:19:58.000Z,elidamessina59,https://www.tiktok.com/@ku_13js/video/7589659555299151135,1
560,❤️❤️lindo,1,0,2026-01-09T04:09:02.000Z,saidaperdomo,https://www.tiktok.com/@ku_13js/video/7589659555299151135,1
561,so cute 🥰🥰🥰💕,4,0,2025-12-31T04:30:43.000Z,kordoglo1,https://www.tiktok.com/@ku_13js/video/7589659555299151135,1
562,красота,2,0,2026-01-05T02:15:56.000Z,ljlas.kz2014,https://www.tiktok.com/@ku_13js/video/7589659555299151135,1
563,so adorable,1,0,2026-01-13T22:36:47.000Z,marissa.baquilod,https://www.tiktok.com/@ku_13js/video/7589659555299151135,1
564,cưng,1,0,2026-01-13T18:23:36.000Z,bexinh9999.xh,https://www.tiktok.com/@ku_13js/video/7589659555299151135,1
565,Cute,2,1,2026-01-05T01:57:38.000Z,fingerfriendz,https://www.tiktok.com/@ku_13js/video/7589659555299151135,1
566,Adorabile ❤❤❤,5,2,2025-12-31T22:33:15.000Z,user146157468582,https://www.tiktok.com/@ku_13js/video/7589659555299151135,1
567, [sticker],0,0,2026-01-08T10:44:19.000Z,jenndaly3,https://www.tiktok.com/@ku_13js/video/7589659555299151135,1
568,,0,0,2026-01-12T16:17:05.000Z,rui.pedro.marques,https://www.tiktok.com/@ku_13js/video/7589659555299151135,0
569,lindona linda demais,0,0,2026-01-06T09:50:45.000Z,ivanete.bozzolan,https://www.tiktok.com/@ku_13js/video/7589659555299151135,-1
570, [sticker],0,0,2026-01-04T06:30:52.000Z,ahmad77ahmad778,https://www.tiktok.com/@ku_13js/video/7589659555299151135,1
571,cutes 😘😘😘,0,0,2026-01-04T15:24:52.000Z,mika.szentivanyio,https://www.tiktok.com/@ku_13js/video/7589659555299151135,1
572, [sticker],0,0,2026-01-04T03:37:28.000Z,krazzykid21,https://www.tiktok.com/@ku_13js/video/7589659555299151135,1
573,Lindo.,0,0,2026-01-11T23:28:54.000Z,user6308143584381,https://www.tiktok.com/@ku_13js/video/7589659555299151135,1
574,Hi🤭🥰,0,0,2026-01-06T09:33:22.000Z,a_make2075,https://www.tiktok.com/@ku_13js/video/7589659555299151135,1
575,Sooooo tired 😴,0,0,2026-01-01T07:28:41.000Z,unclematt627,https://www.tiktok.com/@candy.cream4/video/7590192634358926605,-1
576,Do you have work do i need work i am from pakistan,0,0,2026-01-01T10:29:24.000Z,malik.ali10254,https://www.tiktok.com/@candy.cream4/video/7590192634358926605,-1
577,Can you ship to Houston,3,1,2026-01-05T17:09:16.000Z,bossmama14,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,-1
578,you sell them? and shipping to Connecticut?,15,1,2025-09-03T15:39:01.000Z,tat21509,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,-1
579,Were are you located,5,2,2025-08-16T21:57:30.000Z,glorianavap,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,-1
580,How much??,1,1,2026-01-07T03:24:42.000Z,clipsssss11101,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,-1
581,How can I get one?,5,1,2025-09-14T15:12:33.000Z,jessie19781,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,1
582,awe I want him but I live in ky,5,1,2025-09-27T19:58:41.000Z,aprillee70,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,1
583,i’m interested!,4,0,2025-10-28T04:11:29.000Z,brookebrinton_,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,1
584,looking for future purchase,3,0,2025-11-10T15:39:36.000Z,jojocandyman,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,1
585,Where are you located,3,0,2025-10-05T00:10:58.000Z,cristybrons,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,1
586,Do you sell and ship to ny?,4,0,2025-10-04T02:55:28.000Z,julz.0817,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,-1
587,Do u have more,3,1,2025-09-03T22:41:39.000Z,blackghettocowboy_810,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,0
588,I want 4,4,0,2025-10-04T16:28:43.000Z,debbie2164,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,1
589,I am interesty,4,0,2025-10-03T02:20:25.000Z,colin.amerson,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,1
590,Hiiii Benji. ❤️,2,0,2025-08-27T23:11:53.000Z,smaiden333,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,1
591,Trying convince my man to get me one 😳😳,2,0,2025-10-05T02:14:08.000Z,siiddeana__,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,1
592,I wane,4,0,2025-10-05T23:07:43.000Z,eduardogallardo899,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,-1
593,Where can I get one,2,0,2025-11-20T04:28:53.000Z,2017rickybobby314,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,1
594,How close to Iowa are you,4,0,2025-09-18T18:06:06.000Z,themom1980,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,1
595,I want it,4,1,2025-09-19T13:13:16.000Z,aeh_118,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,1
596,where at,2,0,2025-10-04T23:30:40.000Z,cheecha33,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,-1
597,Can I have it please,2,1,2025-08-31T18:53:59.000Z,b533508,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,1
598,Cute,1,0,2025-11-08T01:03:03.000Z,riv_ers4,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,1
599,What state you in,1,1,2025-10-30T08:00:57.000Z,901_ceochist2,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,1
600,Hola dónde están ubicados,1,0,2025-12-19T02:35:55.000Z,carlosbedoyaofficial,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,0
601,Where are u located,1,0,2025-10-06T17:05:05.000Z,the.herbal.hen.fa,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,-1
602,🥺😅😁I’m,1,0,2025-11-27T16:43:50.000Z,olyvia.adams6,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,1
603,where I can get him ?,1,0,2025-12-01T03:23:42.000Z,nowthisdays,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,-1
604,Could someone just gift me one of these for my birthday . I have lots of cows and goats and chickens but I want one or two of these pleeaase🥺🥺 Pretty please🙏🙏🙏🌸♥️🌸♥️omg I love these so much . I've Went many years without a birthday gift . this would do it for me for the rest of my years. 🥰 sept. 25th.,3,3,2025-08-24T00:23:50.000Z,sweet_mama_bear1,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,1
605,Were,2,0,2025-10-05T19:05:15.000Z,emigdiared0,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,1
606,Where are you located?,2,0,2025-10-07T01:42:05.000Z,its_jamaira,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,-1
607,Do you live in Tennessee,2,0,2025-11-07T00:37:55.000Z,kole.lack.lack,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,1
608,can I have your dog,2,0,2025-09-22T01:06:39.000Z,addy.11.slay,https://www.tiktok.com/@timendiegofarm/video/7537820653815205175,1
609,to cute,1,0,2026-01-11T06:02:58.000Z,peggylefebvre41,https://www.tiktok.com/@ku_13js/video/7589659555299151135,1
610,Very cute ♥♥♥♥,1,0,2026-01-11T17:57:42.000Z,marcsuska4,https://www.tiktok.com/@ku_13js/video/7589659555299151135,1
611,귀여웡 🥰🥰🥰,0,0,2026-01-14T02:36:45.000Z,kimbyungjoo2,https://www.tiktok.com/@ku_13js/video/7589659555299151135,1
